172.19.0.1 - - [27/Sep/2022:13:39:44 +0000] "GET / HTTP/1.1" 404 27 "-" "PostmanRuntime/7.28.4"
172.19.0.1 - - [27/Sep/2022:13:39:50 +0000] "GET / HTTP/1.1" 404 27 "-" "PostmanRuntime/7.28.4"
172.19.0.1 - - [27/Sep/2022:13:42:12 +0000] "GET / HTTP/1.1" 200 19 "-" "PostmanRuntime/7.28.4"
172.19.0.1 - - [27/Sep/2022:13:44:07 +0000] "GET / HTTP/1.1" 200 19 "-" "PostmanRuntime/7.28.4"
172.18.0.1 - - [28/Sep/2022:02:24:19 +0000] "GET / HTTP/1.1" 200 19 "-" "PostmanRuntime/7.28.4"
172.18.0.1 - - [28/Sep/2022:02:34:06 +0000] "GET / HTTP/1.1" 200 19 "-" "PostmanRuntime/7.28.4"
172.18.0.1 - - [22/Mar/2023:10:10:32 +0000] "POST / HTTP/1.1" 405 571107 "-" "PostmanRuntime/7.28.4"
172.18.0.1 - - [22/Mar/2023:10:10:48 +0000] "GET / HTTP/1.1" 200 19 "-" "PostmanRuntime/7.28.4"
172.18.0.1 - - [22/Mar/2023:10:20:38 +0000] "GET / HTTP/1.1" 200 19 "-" "PostmanRuntime/7.28.4"
172.18.0.1 - - [22/Mar/2023:10:23:52 +0000] "GET / HTTP/1.1" 200 19 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 Edg/111.0.1661.44"
172.18.0.1 - - [22/Mar/2023:10:23:52 +0000] "GET /favicon.ico HTTP/1.1" 200 0 "http://127.0.0.1:81/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 Edg/111.0.1661.44"
172.18.0.1 - - [22/Mar/2023:10:27:42 +0000] "GET / HTTP/1.1" 200 19 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 Edg/111.0.1661.44"
172.18.0.1 - - [22/Mar/2023:10:27:42 +0000] "GET /favicon.ico HTTP/1.1" 200 0 "http://127.0.0.1:82/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 Edg/111.0.1661.44"
172.19.0.1 - - [22/Mar/2023:10:34:32 +0000] "GET / HTTP/1.1" 302 358 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 Edg/111.0.1661.44"
172.19.0.1 - - [22/Mar/2023:10:34:42 +0000] "GET /login HTTP/1.1" 200 5909 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 Edg/111.0.1661.44"
172.19.0.1 - - [22/Mar/2023:10:34:42 +0000] "GET /js/tabler.min.js HTTP/1.1" 200 139179 "http://127.0.0.1:82/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 Edg/111.0.1661.44"
172.19.0.1 - - [22/Mar/2023:10:34:42 +0000] "GET /css/fontawesome/css/all.css HTTP/1.1" 200 78244 "http://127.0.0.1:82/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 Edg/111.0.1661.44"
172.19.0.1 - - [22/Mar/2023:10:34:42 +0000] "GET /css/tabler.min.css HTTP/1.1" 200 265974 "http://127.0.0.1:82/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 Edg/111.0.1661.44"
172.19.0.1 - - [22/Mar/2023:10:34:42 +0000] "GET /css/style.css HTTP/1.1" 200 5153 "http://127.0.0.1:82/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 Edg/111.0.1661.44"
